Industries,Power Houses,Vehicles,Commercial Buildings,Trees,Air Pollution Index
25,11,6059,81,7607,40.04941612757151
39,43,386,105,10221,65.38107128156388
42,18,6749,142,385,13.415301695628997
96,13,7442,71,11576,47.48158409866995
57,6,3888,120,62,22.059251217464208
76,21,2240,26,8625,55.161893698367436
60,6,9917,3,14187,49.28751504833452
36,25,9375,83,16400,57.293646241347204
76,7,6990,172,16247,63.33107973078457
48,14,5209,180,9662,47.692101175656944
50,25,1313,97,10560,63.840108988836555
30,20,613,129,18876,94.0633694339931
51,2,9720,93,11763,41.825918726730606
11,30,5254,69,18059,76.01627490763921
43,8,9180,118,8283,31.77765762374655
27,18,3874,14,2163,30.709233454118177
76,40,9707,148,10290,34.07553665244458
58,26,7032,114,16243,63.7127327898866
72,24,4635,34,4506,33.76299681416708
97,28,1265,99,12812,70.35392310558188
92,28,1746,187,2203,32.820782491986876
8,49,3965,106,16716,75.01505078115777
56,42,6736,34,6660,33.79889809232644
85,4,2052,55,9100,57.18652129883336
18,8,7139,19,1525,18.30785577142842
75,9,6522,47,11189,49.10456219009034
93,45,4562,177,18943,77.79022297834749
71,15,6521,89,12209,52.52927572115909
57,37,7009,1,2651,20.311173593672606
29,20,9281,32,11351,42.06970079136877
17,14,1630,191,4542,43.193263559976295
62,31,6824,17,201,12.624856362892743
69,44,9321,101,3711,14.250408859280881
70,28,7932,187,19303,69.58807582237566
89,27,1508,167,15948,78.00295349012838
45,22,8245,188,17211,61.7458319721325
55,12,225,62,10014,66.46064090641903
33,31,8238,106,4706,22.11113913488981
77,40,3345,108,8119,47.65234971003185
56,22,7123,95,9279,40.74664682391897
66,34,8097,120,9111,35.77617236398474
13,7,9257,9,13051,48.75089637761844
26,19,7260,120,4097,24.082511421584556
65,25,6544,119,18073,70.3266541406651
70,11,980,44,18230,90.2955020728044
77,3,9013,85,18096,63.48948157713517
31,34,1651,88,13133,71.67933226284603
41,41,7292,164,19052,70.74912743045346
18,41,4839,50,2941,28.343926823874128
29,49,8158,46,9850,39.584896394551706
29,22,5040,4,4695,34.46037534066342
12,9,4742,86,9071,49.66099085904633
94,26,3469,36,5835,41.30380456658907
66,15,1371,48,14400,76.6655244596779
1,42,5552,111,14170,61.85298131830178
51,15,2946,90,19984,89.22507352924488
28,39,8221,185,11386,43.197192696282194
57,4,7119,15,13669,57.321867831910296
80,42,6889,184,1608,13.934649868955162
53,36,8612,99,7967,30.783119860859273
17,6,2765,175,5064,42.195639907604644
91,18,6962,192,14171,55.492022185329446
78,3,6191,150,6552,34.4415716062085
26,20,7753,160,13412,52.432043600524196
24,23,6586,37,18748,75.17409912671971
61,41,5654,115,340,15.635222244821279
72,3,1732,186,15679,77.97809464090983
20,22,9677,173,7603,26.84816024375894
66,34,3129,79,6469,44.68316499394961
63,21,724,85,2330,38.982997179540334
41,5,4956,104,4910,34.35825850739306
69,31,3055,110,4955,39.278306233558666
16,14,6670,71,10616,48.38710544422437
22,26,3589,94,1152,26.992733499170498
20,8,7418,54,6505,32.53296979403535
29,8,2042,190,9723,58.982401262655664
98,13,3104,22,4142,37.282877785214716
11,7,111,184,7879,59.4344266390323
25,6,6652,85,16939,68.4065027386361
26,21,187,58,4259,48.78830382948451
54,43,5200,131,7233,39.60042799615917
8,32,6515,30,8585,42.07062475928195
21,4,1613,141,6413,49.60402828590508
88,34,4168,42,16207,72.35967507647764
63,49,690,29,16860,86.00804132102344
63,30,6422,81,19748,77.1101600922675
79,28,8129,130,16179,58.816218774470116
16,7,3756,165,9036,51.73773176675025
5,36,5112,186,9549,47.930597809426914
95,7,7491,189,17938,66.2148987400295
97,37,6778,28,8670,39.261448677699306
86,14,1119,3,9016,60.523382799066624
2,27,7047,59,18884,74.40007317812403
51,43,9076,141,10668,37.60710470651135
24,25,7330,185,10778,44.46470802104477
65,47,2756,148,14831,70.79581526034673
15,25,8711,52,1889,13.828827866265314
92,12,9662,106,2770,10.984649100115163
78,48,9384,183,15549,51.219645029624026
38,41,4588,187,4540,31.983991444562747
53,21,8184,173,10406,40.29268323483023
99,44,7467,185,8690,34.63861082246278
77,33,9520,138,4374,15.46276751918846
3,6,9664,139,16060,56.06606260789144
98,47,9957,63,277,1.016294686435998
79,19,8139,149,6200,26.634252815065523
18,40,8887,45,3785,18.309127741905613
45,8,4817,34,12754,61.13663648957178
72,10,3568,198,11185,57.7555090592311
28,15,8528,142,14482,53.58769677339121
24,42,626,104,4133,45.59630448035802
66,20,626,8,12319,72.47830458839822
72,38,5355,142,11931,53.483599895967366
58,9,6972,121,15997,63.65088860334073
76,23,8489,114,19974,70.64214837370788
58,33,4918,8,13371,61.24018895094901
11,20,5766,107,17427,73.083639117676
9,47,2230,170,16549,79.23640276752897
15,7,3625,138,2822,32.65174211266849
94,34,8063,141,8370,32.61642698210483
96,3,811,57,13957,76.79909486705267
27,14,6903,24,13332,56.828281946988994
52,14,7684,29,16726,64.22367405012369
42,7,3441,62,13470,67.51101108621675
81,29,9078,165,8642,30.230612193398585
42,11,1460,126,14763,77.49625623309933
46,49,4163,46,1163,24.760969302416328
96,8,4010,60,18154,79.49698528872787
27,32,4364,137,11551,56.85472598318728
70,45,8478,7,6230,26.682751777171205
78,16,9190,61,2973,14.291854437192981
10,26,1058,154,2244,37.59197103954609
22,19,7501,198,19085,71.2206412952995
3,9,6712,111,13540,57.5896652412754
33,25,3281,102,4787,39.439466822763734
69,33,836,7,19611,95.25037507522202
41,36,9328,110,16242,55.91777997865579
7,1,7896,169,18339,68.9022311710394
66,30,1150,122,10210,62.61837496774067
54,37,1844,74,10114,60.148682050913926
53,7,1065,191,9598,60.923044327211464
63,15,9919,146,1268,4.955043374577841
64,36,2914,62,12224,63.511255031802435
77,9,9327,121,18040,61.90159519947555
59,34,6698,8,14845,60.68115105494738
46,17,8089,131,6000,27.330258089916654
87,41,307,185,15261,80.2451318616822
77,27,2123,12,19912,91.56961822403713
17,24,4634,118,18267,79.17956274667898
68,12,7172,57,3291,21.691571483292265
87,9,1459,108,10304,62.939093594655944
25,3,9736,38,6390,24.869185494224396
6,48,6660,26,4203,26.855919372631092
85,42,966,98,3293,39.56047502683418
11,8,659,27,3325,45.17968395982431
61,18,1261,183,19242,90.77397063401541
90,15,1713,37,14942,76.18478393285895
27,9,6647,115,19658,77.36900716510158
26,17,1559,149,9479,59.940566740590405
95,2,7775,181,5843,26.332668804516572
26,30,7465,9,1715,16.901484432653263
70,26,4941,85,16613,71.14120276828746
28,2,6275,27,3913,28.417013188824725
65,38,5125,115,18461,75.80937243961674
34,31,3734,79,9900,54.050625347671264
3,6,1161,191,3451,42.18375699383784
74,43,9388,190,11990,39.822227681037525
79,43,3896,133,19892,83.45229194082783
62,42,9837,36,10648,36.3717182303407
40,45,7141,20,19001,72.69326050501752
24,47,8977,167,13009,45.70765027120862
53,2,2040,96,3422,39.644601594538685
70,16,6138,174,9605,43.772984430157
35,48,511,181,18149,89.44228585529639
96,9,5868,161,3265,24.38044117689998
3,34,7859,73,10690,44.34183530712805
79,12,8522,71,3473,17.889988945335787
28,3,8585,114,4943,23.77370547352878
28,43,7215,2,10914,47.79238289842256
65,40,1938,174,5689,44.37775378054831
86,25,6059,60,14854,62.14600343563214
18,3,4185,52,1551,27.927841101196748
73,44,1980,30,5128,43.37319144194185
9,35,891,103,15964,83.10764392088612
46,1,9174,146,3650,16.60330704928296
14,46,3130,189,12254,62.86651152897494
21,41,931,76,17069,86.76527980598387
22,14,1672,164,19568,92.13773266076741
88,25,1389,89,6988,50.8637760815511
2,43,5596,44,12352,56.9871989132651
39,2,3460,21,208,26.16078690222993
57,28,3698,146,8363,48.6928533329811
76,32,2812,124,16843,77.6824438565805
25,26,6411,14,5447,32.717303507725546
94,23,199,105,9321,62.50141087097336
32,30,8411,15,6001,27.285472630328997
22,9,4627,184,4065,32.04056762601762
93,19,5974,113,4351,27.90151284314136
77,29,7518,91,12526,49.673593040192145
93,13,3725,18,19362,85.41929649242782
66,34,7158,150,17198,64.85273965643023
96,29,662,2,18421,91.70175470464599
55,19,4376,105,6374,40.983235333641744
11,27,7505,152,17869,67.5433688468155
93,42,6141,77,1209,16.79774123261224
49,26,1935,58,11415,65.0719128818288
22,12,8027,93,5941,28.22093142464462
76,15,2088,183,13880,70.67291042883184
5,23,1885,185,2715,36.96626608189128
79,44,7060,26,18081,69.25625227611533
54,49,8327,104,3671,18.161283691105098
56,31,1297,40,594,32.50035307197817
43,45,4200,17,7891,46.06678597595288
96,27,8559,51,9814,36.98274746232728
44,43,1951,117,18362,85.88012001528008
73,34,8016,149,12868,48.09349978985491
23,7,4154,160,12369,60.93446222500799
40,25,267,109,8224,60.06214216385951
41,25,2885,38,1709,30.8598749955259
35,2,1358,111,8586,58.32570488920862
36,18,5463,44,13185,60.649276572457865
53,48,1636,20,6144,48.89449769267934
96,45,7156,139,3140,18.19536061911799
60,6,1852,55,13742,73.8840962412851
37,19,3342,32,5312,41.05272506989601
50,10,1793,186,10176,60.46320942428902
19,1,9139,89,11084,41.34142625575085
54,44,7624,38,16298,62.261385578134615
14,11,9982,194,18806,63.028573773614056
55,30,7920,44,10029,41.483874204858665
64,30,7898,178,18835,67.88711175427309
58,43,5362,163,10997,50.173482105727025
48,18,1808,79,14356,74.9693524610525
12,42,8650,64,8606,34.976555459030095
86,39,9117,154,19068,64.28966586880077
65,23,5279,130,14459,62.68338009780777
42,13,202,11,2745,44.72155025589376
18,38,5830,186,1214,17.89622184999392
18,27,8199,116,7979,33.7305009581285
34,37,7549,148,16442,61.94070458998286
41,24,1162,88,13045,72.94047670925609
36,5,5921,62,19747,80.54622917195624
35,11,1666,4,11754,69.13833851455088
92,19,7994,183,15555,56.31135281126152
33,29,3539,12,7779,49.05637075971344
25,31,5170,191,18363,75.87847815709529
10,1,7979,108,12049,49.4257698978744
92,1,9104,174,725,5.512322386803731
46,5,6022,167,13767,58.93583773766036
27,4,4686,190,3389,29.371971836981217
14,40,4595,30,6967,43.37815685268931
37,36,1634,129,12691,69.36459867164184
43,35,2413,148,4540,39.96213794879808
25,16,6765,147,8052,38.75325947160617
49,8,1330,170,17040,84.41773552811821
52,17,9527,68,6498,24.394146932024313
93,29,178,98,2071,39.11523428891746
32,16,7942,5,12597,50.9668641470141
33,39,1967,77,15689,78.36202677113296
45,9,3985,53,11368,59.01670192198496
91,16,5001,115,1024,20.107313097744452
9,8,3765,69,534,25.674434575644213
18,47,9135,37,19302,67.73476861752519
23,44,1502,178,7903,53.04852653466887
30,46,2976,112,1264,28.06332260816606
1,1,1708,154,16914,85.07061250611821
7,23,6427,119,13555,57.94839052454162
80,48,521,85,3470,42.207506983849164
22,30,2298,108,19391,90.04551487563806
83,24,6668,107,9270,41.56225989885102
68,5,9106,166,6551,24.77767993223368
24,14,8017,148,7128,30.721885279051435
59,21,3193,24,4547,39.57834391983912
12,18,900,182,4391,45.933017716437696
55,31,2198,142,16401,78.65576956231241
65,23,9544,52,11330,40.119700616837186
25,22,2480,17,2831,37.4120935604197
69,25,1413,153,16004,80.00317982638421
42,20,2330,93,11108,63.00409329228099
35,3,542,85,17002,88.74267999040057
67,13,8363,10,3433,18.965382162671233
9,41,3461,157,5775,40.55576528696313
36,45,1276,86,12592,70.36655489301248
5,1,5473,142,14352,64.14625688060507
68,43,3242,33,13750,67.92462844977445
37,33,4708,166,8695,45.85806785032895
67,37,9910,10,1516,7.042536733564248
13,44,1856,52,15660,79.22907877042735
64,19,4597,162,14706,65.57563313808949
90,26,7094,51,1102,14.173458545995828
25,48,9066,116,3676,16.498495858193863
34,35,4046,195,3737,31.394073013202103
48,42,2018,93,13083,69.00261402532674
49,38,3487,197,19059,82.4677204625473
45,23,2850,40,12729,66.90106937459436
57,37,6492,120,12820,53.41458541756657
10,31,6768,149,14035,57.93576831143393
48,38,8971,192,11820,41.87687812749409
5,29,8989,89,15486,55.67658287595254
76,2,2900,135,17848,81.66565320453653
27,25,6185,179,15794,64.57279899526976
10,2,8608,24,9576,39.36479685090401
90,34,7029,152,682,11.496877096905834
74,22,7443,44,2832,19.26124414395713
29,24,5741,175,13412,58.86453063631698
90,37,4164,60,279,20.432695906273366
69,18,2524,95,12161,65.40062846567125
31,36,3323,141,5251,40.005871151748096
48,33,6448,152,10694,46.32382716387444
34,12,8661,150,17501,62.89549669096392
94,5,6314,28,2297,21.04770630952838
94,35,6685,160,7521,33.95877684111859
85,33,4708,9,3600,30.842719054756046
54,37,6208,97,597,15.07200878823592
81,6,5187,95,12096,56.623375437923876
96,34,7994,149,9614,37.25632180332099
39,22,8880,163,12203,44.121153645284906
66,37,8675,67,4952,21.233381026555193
66,26,924,165,18281,88.8970790550486
31,46,2347,72,6832,48.83109428270128
42,4,4020,137,3634,33.50018501300012
38,36,9997,157,16316,53.519454617161344
43,10,3923,2,1868,28.663589869372373
2,46,8554,79,1171,10.61104954092778
63,34,1336,51,9574,60.27012051477471
6,16,1885,145,3196,38.919493951137895
15,16,7110,8,15029,61.81761973438884
10,40,3699,21,16978,78.50713154390968
86,2,3135,89,4315,38.31962441883721
68,33,9314,56,2648,11.885277032887018
31,13,1587,48,15018,79.08564674610756
24,34,2829,105,3881,37.09634375464043
82,19,8943,92,7508,29.04511584622739
11,45,7291,195,3353,20.19141240246131
48,45,9153,35,13709,48.440107893318405
56,30,7981,73,2662,16.234993096765052
49,23,9350,1,2436,12.358938373490219
7,23,1683,136,14509,76.51831148964833
71,44,6836,151,13953,55.249068991484215
22,6,9363,131,8079,30.522222392493262
36,3,3168,50,335,26.313425544117024
28,27,9268,127,5792,23.016731995814936
17,24,379,187,13432,75.4971753306753
39,25,920,151,4952,46.62171156471524
37,31,5094,46,4725,33.47646407425738
8,31,3972,34,4797,38.5733393396867
15,41,217,40,16907,88.82028493210915
38,15,2598,175,13518,69.03645946784253
69,31,2598,183,14677,71.30318704840619
32,25,7829,98,10504,43.484216662474275
73,20,5425,4,17170,72.76765251990133
36,13,8130,118,2786,17.29950421680728
72,46,5609,66,2946,24.36190801854309
88,17,5245,57,10989,52.142525667322886
59,40,7265,140,14357,55.15519398935216
57,25,9914,5,2917,11.817492180867035
68,10,179,197,8478,59.77001141291604
82,46,6873,143,4443,23.804641535237778
54,29,3305,48,11282,60.59444454429273
28,10,5649,20,342,18.401147081578912
37,41,6118,173,3041,23.56404310441691
82,15,1840,134,17633,83.68892688828494
34,26,4597,185,3276,28.67448101931879
41,3,1217,168,1194,33.983352083354404
41,10,4867,51,14669,67.11602181836102
84,48,2655,60,16281,76.98121969467667
32,48,7773,95,16563,62.07377916846452
87,6,4838,116,15538,68.35703168222217
4,14,9301,178,17511,60.815909822757796
1,32,3093,4,12186,65.78372489219922
33,14,659,85,12515,73.34760244434021
6,36,2019,103,171,28.49146813160597
8,40,5401,168,9599,47.10296723096997
70,34,7218,44,19711,74.29878054518494
16,42,2344,42,14309,74.09699533160565
89,25,1543,25,7067,51.85670069012582
76,10,4809,125,9394,48.523515416601256
65,40,1680,44,19621,91.91516967570468
34,40,9987,31,10426,36.087112895041564
35,16,3431,114,13842,68.03658451281976
33,18,8338,20,14768,56.914015431245055
63,37,3590,150,11810,59.57869730934459
47,2,1216,177,5560,48.35598726430277
57,11,4301,127,2740,29.22571330978458
67,27,5125,159,3650,27.757159996667127
57,21,8927,79,1168,9.692487545580136
32,19,4749,69,14818,67.87196472579429
81,8,4832,8,12186,58.46965497202133
71,31,9749,175,10743,34.86000478057855
11,1,2271,164,210,28.883832611741212
23,44,1590,175,224,29.2420225873295
55,21,3371,147,8111,48.51992537207263
15,13,7034,14,18041,71.76153859301462
36,25,6128,107,16714,68.77541644788928
53,29,1379,140,2483,36.52830049551354
68,12,4883,46,3701,30.819915696898363
49,26,793,100,19815,95.88170221740216
52,38,7992,186,12663,47.75469019613517
59,19,7001,187,8982,38.99117832004856
87,39,2767,194,8477,49.09248296133385
46,2,6234,87,4046,28.040783990073976
46,36,6274,167,11954,51.32582159473662
81,3,9794,101,12258,42.45517173325395
98,9,9594,88,10072,34.56137109387019
21,11,1690,61,333,31.134875189310293
40,49,2021,111,2390,34.04616312440368
99,43,4831,181,8515,43.62491417394509
43,38,1590,57,6198,48.696988862937296
62,1,3498,189,6110,41.38786988968991
55,7,5470,164,16543,69.03822918370247
97,30,7641,116,2238,14.077649482713
98,41,7484,32,18483,68.86951162421722
49,23,7453,112,17584,66.73389883464444
50,13,4535,9,14241,67.42134253635078
96,24,5658,6,16680,69.44240678247985
86,5,1187,7,3504,41.64480197628897
1,35,9186,117,5900,23.81917435698982
23,18,2995,73,273,26.368379191678656
64,31,3399,133,8735,49.95172427492103
82,34,7467,84,17636,66.07414300704139
65,46,9158,172,15386,51.82898917906611
38,2,3700,27,5382,40.54953577553216
46,9,5236,110,12311,57.47795672239048
48,11,709,178,2672,39.6337196618989
9,10,9691,66,18179,63.78261835454075
49,40,8633,30,18620,66.28853324033534
42,32,3751,67,11899,60.63257096328583
34,41,229,188,16822,86.77642205385305
86,41,9694,183,1010,3.0020039433481145
97,26,4716,127,401,18.279154976873883
81,2,6780,122,16577,65.24313098525053
18,14,109,132,8144,60.4550705360983
27,40,8753,113,16441,58.73804302887678
6,43,4009,163,14900,68.87053054392393
44,48,6018,112,19415,76.83599606496517
23,36,2229,32,1511,32.26142186243635
69,9,3302,73,4750,39.60560884540122
57,44,4532,79,13478,62.09702664118075
74,44,309,152,13167,73.56115693135614
86,32,3177,89,16255,75.09516940338558
44,21,2968,190,9640,54.62302756101766
22,3,5606,138,3399,27.76103067930474
64,49,4477,111,11853,56.50190217300653
57,20,808,50,1505,37.04594498140816
26,38,7656,127,15514,59.21169725353025
16,35,4917,32,17147,74.70600305115971
34,30,9756,75,3491,14.075947761002638
89,10,9384,44,16715,57.86663524519914
70,17,326,155,873,34.78263293565219
63,46,7623,35,12435,49.25433882329999
71,27,8026,41,11531,45.536613524564515
56,27,1182,173,13070,71.29667476965977
14,45,5376,181,1021,18.838586285313255
92,49,9497,171,17565,57.116186174497145
13,17,4948,134,1683,23.953423714154226
3,18,2261,57,19631,92.52806622650928
85,6,7175,22,17083,66.91916728101734
63,30,9083,125,3464,14.161168265949641
1,2,8000,146,613,12.021447823797956
20,8,5249,196,7527,41.3908982342678
36,21,8102,108,14376,55.14500659417139
87,10,8065,57,13080,50.462369197186455
20,19,5456,61,2008,23.658495774756176
2,11,7268,32,14282,59.424498581297655
31,4,3458,97,1021,26.469103096021158
61,34,6097,123,13152,55.37103282382616
77,40,6446,80,12875,54.11394152526559
64,4,839,8,3097,42.5612836860181
26,2,2589,17,18826,88.94483282625498
50,17,7779,132,15263,58.21496152767243
18,11,664,121,3362,43.98361430619059
81,41,8775,41,11323,41.275551651943275
16,19,1676,72,14811,77.3503792626733
26,44,8116,46,5174,24.90690757319662
80,19,1425,66,13746,73.48735967602772
58,2,2592,34,10841,62.348499986611316
41,11,5159,134,4379,31.829321514752834
28,39,2462,6,16329,80.45042531275348
11,34,2628,62,774,28.977341923689764
9,34,4075,32,3158,32.187805482788846
89,44,5244,157,18216,73.7238790382159
21,31,1889,167,162,27.654521869007425
80,31,3808,113,8472,48.038435295836976
95,12,3550,178,19346,83.58133132697445
52,40,2591,81,11339,62.46425991839158
90,6,3358,35,186,24.1392058804272
57,7,334,89,3841,46.00701275393605
10,9,1388,116,19860,95.3827450065596
96,1,1032,39,7171,54.24397632270656
36,41,242,19,5649,52.242560880379315
74,18,8231,188,1471,10.18186886970129
10,39,3151,88,3131,33.96757415153576
17,5,6604,21,17078,69.79457127870943
14,24,4083,32,12071,61.396524211843
98,43,8482,140,6206,23.950695071936792
41,39,9339,132,3256,13.539933170251174
98,24,1945,13,15686,79.12970976886709
54,11,4859,184,3820,29.933963783661113
46,39,1234,23,1511,35.33867928881506
20,12,4737,16,15087,69.55166320877032
13,17,5975,43,3484,27.27814309894012
10,43,9494,30,4658,19.793572424544564
42,25,8585,160,7180,28.729507793858517
17,3,1770,152,7920,55.03843057171313
36,17,7256,42,9162,41.53013895567854
70,17,4878,133,14160,63.861909891445826
34,48,964,40,11209,67.51236871888244
36,4,7792,87,12722,51.010226594093965
70,30,4651,134,2259,24.95070183288159
91,32,3810,176,9288,48.83156020706396
94,32,4044,7,1989,26.492323286310835
50,44,5904,60,13181,57.29106657855487
33,41,3315,62,15782,75.4466274666658
47,16,648,126,19383,95.32267538870474
77,39,4471,157,11969,56.74424020034783
36,22,9630,92,8045,29.30427593391593
46,1,7003,54,8271,39.38057621137988
5,7,1072,173,1521,36.1744676126514
6,46,5142,142,1234,21.18595953325449
42,29,7059,12,15064,60.98940601803682
90,19,1563,1,9602,60.81078917168326
90,7,3703,21,4708,37.74093496171677
55,15,7924,153,17123,63.21220886577044
54,43,4363,9,5249,36.80920588622427
4,44,115,49,15865,86.29235879042528
45,26,4012,123,5090,37.11384413372294
28,2,6327,94,16175,67.49131864550961
90,49,8260,71,13571,48.44755476516633
45,5,5008,12,10814,54.93980508740508
50,1,2980,38,3701,37.68534079158593
42,29,9688,93,11646,40.21677038559618
83,30,6910,194,2878,18.91717675739126
75,4,794,9,8585,60.388231543857785
60,42,2687,31,1275,29.396379583627322
91,35,1648,61,9020,56.780999096175556
85,45,9171,41,15097,52.75693297158986
97,21,8554,117,19650,68.38386613362998
13,9,8324,146,14139,53.9450756078433
82,28,3703,97,9978,53.38455416985812
94,9,6335,198,8443,38.92727818685743
74,47,4331,78,6821,40.435650138151544
70,42,6574,143,10107,43.75467979507738
67,45,7507,30,13197,51.91591916553731
66,9,751,148,7131,54.79344739300155
57,26,5598,5,17870,74.61093925935998
20,49,9887,62,2296,9.518243945811633
21,34,7907,53,4584,23.57363790142945
38,14,7119,161,8902,39.79757026243428
12,20,4478,103,11044,56.17512671588538
19,25,247,60,7509,58.64433041639879
35,28,9091,183,5865,22.285874012983413
55,25,951,161,17410,86.09685394401181
26,34,6111,91,9502,45.607639798191414
83,7,882,68,3675,42.67633210621264
44,11,2136,96,876,30.533804489746203
46,13,9584,186,2062,9.091918140099622
49,25,6754,139,5572,29.453994309150474
10,32,1900,192,3193,37.094220594242465
28,35,3388,186,15315,71.29781065255979
24,27,664,59,19868,97.13220602739122
2,45,959,48,18799,92.96549597505746
55,49,9677,137,11425,37.80960516128804
20,9,3530,67,10591,58.321868149597876
7,47,2430,19,6321,47.81776749485428
29,11,6979,132,14754,60.067891654328285
93,43,1100,110,12722,69.43032931746967
94,36,9235,82,6969,24.93272770691658
96,3,5503,72,12989,58.365130704088955
81,21,5344,167,9588,46.51919935919591
50,38,7716,197,14176,53.338833064858626
44,6,6593,127,7813,38.38941203709039
32,48,785,87,18416,90.7180372777926
66,20,6932,119,193,11.990871603918691
25,29,4771,9,11322,56.8760370059889
35,48,6620,197,8699,39.17994811649032
43,32,8414,103,5357,24.444697991352044
76,19,780,125,6066,50.03469718267372
92,18,2904,172,4435,36.97647143191157
96,2,1191,155,1860,35.556293464423845
41,7,7983,25,3134,20.149469651002434
1,32,7338,34,9555,42.62072972840609
68,28,3400,132,15920,73.27979527309465
67,33,6345,147,6353,32.57678669313661
67,3,4857,185,6045,36.809446864035486
46,14,5917,154,4683,29.877541191973634
82,23,9576,101,15395,52.38036506487148
13,24,9633,183,19551,66.15578164129789
88,33,1632,146,7269,50.622614320291035
7,40,8555,101,13376,49.985667692874905
87,13,4374,4,10136,53.937757943831535
61,25,5173,51,9438,48.926047587751775
52,41,5175,197,9491,45.979258977080306
57,21,6552,39,11453,50.42068263591524
79,40,105,196,18144,89.81661590390482
46,21,4543,152,18193,76.99116532630839
65,43,4196,99,14765,66.93489728207024
21,5,5575,151,11438,54.22306453560088
37,36,9475,167,12696,43.3939892328751
97,26,2328,132,3782,36.94277095701782
19,38,2400,196,10350,58.87537191966386
51,36,6573,36,16043,65.22925099568879
36,48,5359,133,8289,42.75673790598326
26,46,1600,34,14944,77.68639630532438
95,45,4300,18,1631,23.847432602760605
96,21,5015,145,11630,53.63638393316604
60,40,3074,165,18090,81.06632993327966
16,22,1590,195,13376,72.03029502875599
89,48,1236,105,678,30.009736807741362
23,33,4511,23,2867,30.14069255454484
67,37,4334,48,10260,52.6418220192302
24,36,3666,197,17036,76.55566557023569
34,14,8159,1,16054,62.12514826796041
73,7,9781,116,3730,13.841653850360984
48,10,651,195,3633,43.083326115720524
60,37,9750,75,12539,42.3038329389488
57,11,1627,143,10728,63.03832358134769
80,30,591,135,5883,49.017597964164835
20,13,6635,74,18284,73.72822675220966
79,18,220,139,6987,54.51109119605405
39,32,1663,108,19865,92.32318472722731
38,26,3651,154,68,22.054967380422426
36,22,6109,132,12442,54.78376141509065
12,13,4993,172,16178,70.69638541069531
29,28,8017,151,3737,19.507652948202647
43,1,5544,77,8119,43.636632221036834
96,34,8586,67,13832,49.719996787593836
46,13,7788,186,19124,70.23507347784752
82,31,7210,11,2520,18.814778216766598
42,29,7706,29,18801,70.81333923720112
79,15,7997,176,807,8.98911136548928
41,42,5882,172,8756,41.94365458294539
36,47,7490,188,14039,53.60244947690394
63,29,4832,151,4330,31.37613612933123
38,7,2003,85,5391,46.02559783982906
96,9,5964,41,15653,65.60358828018381
56,3,6538,84,3002,22.937838029823226
35,29,986,97,8834,59.3039973762732
32,19,4388,61,5503,38.87478878032455
84,23,4078,186,1789,24.5962997396783
20,39,7598,126,18909,70.29125864206745
58,30,9020,5,12568,45.78751946743353
24,49,5733,188,13670,57.848268303381005
77,47,8100,136,12216,46.031263718251324
81,34,9676,95,10557,36.438971187984556
98,38,8123,35,7238,30.00141437146104
56,24,7737,56,1060,12.798873043828436
31,13,1347,106,3383,41.83505242010862
92,34,9664,51,5664,20.236511227057775
4,22,1721,130,10963,64.78395890318014
87,48,6675,7,12509,52.0742920249963
2,8,7189,81,10513,46.65877018251473
15,39,6668,14,4563,27.891620845300906
28,17,6785,156,15375,61.86797169114568
1,23,2675,97,2893,36.314593520347515
10,28,7059,48,2059,18.98061760345793
36,45,9316,21,10754,39.2910468271529
79,33,3550,62,19446,85.32667372408477
33,11,7862,37,2262,17.565420425097088
59,36,5006,139,8298,43.36846087170409
27,28,8830,139,4687,20.29394776720764
13,10,6479,189,9664,44.77750063496701
53,27,1857,134,12981,69.31609748095823
58,37,3546,44,14711,70.53709819882457
46,30,6130,50,12489,55.80371105991298
79,37,275,137,9152,61.126182699235976
20,12,2786,190,13502,68.52603016235213
94,30,2322,49,19980,90.60597077236933
82,38,8702,49,18956,66.5733919190132
71,15,6974,40,6061,31.594208571519005
34,9,6596,156,11027,48.175930171578344
78,43,7142,162,10323,42.18063373352759
87,34,6970,180,18678,69.98431199537725
44,32,856,32,10693,67.02680979316429
1,16,8049,27,9130,39.76953307656045
58,14,9857,104,5975,21.335345559441294
23,3,8858,185,13366,49.311572681348004
15,16,9023,120,1410,9.925616327369042
70,39,7154,14,1580,16.05500260213661
11,22,1729,155,3601,40.42372472127305
68,39,4965,59,5702,35.652622067394034
5,15,3411,97,19632,88.0781590041531
53,9,2086,23,2286,35.915882538371164
61,48,2166,178,12070,63.78823452467575
53,25,1127,48,16042,83.11849428715567
64,14,1536,78,10062,61.492092747482616
95,24,8304,21,17044,62.21755723308202
6,8,1448,84,19907,96.3842766102042
12,14,7010,174,4999,27.655745112241505
61,29,7839,41,4637,24.11994560870194
14,18,4397,38,14072,67.08392697828944
13,48,2783,88,11018,60.496606289452224
8,22,998,157,16248,84.16730943256263
57,44,7806,196,3542,17.677559913020048
6,5,3172,50,9571,57.80116327997032
58,10,4926,41,6902,41.1324297909376
11,15,1717,57,7360,54.26881546070616
31,16,4331,104,1661,26.265843005947758
4,36,6265,29,4599,30.229545441006593
99,33,2444,161,583,25.57409697689168
62,40,7124,87,12813,51.40756035184239
2,17,7045,49,1722,19.260299029657673
44,17,539,174,5007,47.54863912059699
17,35,638,171,19191,94.04415970012684
